M.1596466987.A.5AA,[新聞] 日本爆首兩例寵物狗驗出新冠陽性反應 目,medama ( ),備註請放最後面 違者新聞文章刪除 1.媒體來源:udn 2.記者署名:羅方妤 3.完整新聞標題:日本爆首兩例寵物狗驗出新冠陽性反應 目前已隔離治療 4.完整新聞內文: 日本爆出首兩例寵物被驗出新冠肺炎陽性應。寵物狗示意圖，非當事犬隻。（美聯社） 日本共同社報導，日本東京寵物保險公司Anicom從今年4月開始提供代替新冠肺炎患者照 顧寵物的服務，不料近期在2隻寵物狗身上驗出新冠肺炎陽性反應，這是日本首次在寵物 身上驗出新冠肺炎陽性反應。 Anicom是在上月下旬從委託他們代為照顧寵物的患者家庭中選出2隻狗進行新冠肺炎檢測 ，發現牠們在本月3日前進行的多次檢測中呈現陽性反應，但健康狀況無異常，其中一隻 近期已經轉為陰性。 Anicom之後也陸續讓其他員工和寵物都接受檢測，所幸結果均為陰性，也沒有人身體不適 ，目前該公司已將剛開始呈現新冠肺炎陽性反應的2隻狗隔離。 5.完整新聞連結 (或短網址): https://udn.com/news/story/120944/4752954 6.備註: 怕 ,Mon Aug  3 23:03:05 2020,主文,4,0,5
M.1596466987.A.5AA,[新聞] 日本爆首兩例寵物狗驗出新冠陽性反應 目,v3aa7n,是東京狗傳人的,08/03 23:03,推,4,0,5
M.1596466987.A.5AA,[新聞] 日本爆首兩例寵物狗驗出新冠陽性反應 目,housemance,以後動物也要戴口罩了嗎？,08/03 23:04,→,4,0,5
M.1596466987.A.5AA,[新聞] 日本爆首兩例寵物狗驗出新冠陽性反應 目,ME13,狗用頭罩,08/03 23:05,推,4,0,5
M.1596466987.A.5AA,[新聞] 日本爆首兩例寵物狗驗出新冠陽性反應 目,adsl12367,貓的時代來了！！  貓派站出乃,08/03 23:07,推,4,0,5
M.1596466987.A.5AA,[新聞] 日本爆首兩例寵物狗驗出新冠陽性反應 目,rxiang,搞不好也有貓被感染了?,08/03 23:10,→,4,0,5
M.1596466987.A.5AA,[新聞] 日本爆首兩例寵物狗驗出新冠陽性反應 目,s72005ming,要撲殺野狗了嗎,08/03 23:13,推,4,0,5
M.1596466987.A.5AA,[新聞] 日本爆首兩例寵物狗驗出新冠陽性反應 目,rapnose,只好送牠們波紋疾走、武肺去去走了。,08/03 23:23,→,4,0,5
M.1596466987.A.5AA,[新聞] 日本爆首兩例寵物狗驗出新冠陽性反應 目,rushfudge,中國試劑,08/04 00:31,→,4,0,5
M.1596466987.A.5AA,[新聞] 日本爆首兩例寵物狗驗出新冠陽性反應 目,takechance,不普篩嗎? XDDDDDDDDDD,08/04 08:02,→,4,0,5
